comment,cleaned_comment,predicted_sentiment
"Yg berperan penting ITU capresnya,bukan cawapresnya,
Buktinya tahun Ini,wakil presiden Indonesia jarang aktif,,yg penting duit ngalir jiem2 di ember",peran penting itu capresnyabukan cawapresnya tahun wakil presiden jarang aktifyg penting duit ngalir jiem di ember,neutral
Itu napa ada yg malah stand up comedy?,napa ada yg malah stand up comedy,neutral
double kill buat gibran,double kill buat gibran,neutral
matap jos buat pa gibran,matap jos buat pa gibran,neutral
Kok gemesh bgt si sama cawapres no.3 .. jawaban nya ambigu semua .. jadi gini ya .. hal baru ? . Titipan partai ?? Sebenernya mau gosip apa gimana si,gemesh bgt si sama cawapres no jawab nya ambigu semua jadi gin ya hal baru partai mau gosip apa gimana si,neutral
Pendukung anies otaknya udah di cuci pake rinso belum?😂,anies otak udah di cuci pake rinso belum,neutral
Bapak Lo 10 tahun nyata nya masih bnyak pengangguran...😮😮😊😊😊,tahun nyata nya masih bnyak anggur,neutral
Seketika Cak imin menjadi Cak lontong 😭,imin jadi lontong,neutral
Gibran sudah hafal tema dan jawabannya artinya kisi kisinya sudah tau,sudah hafal tema dan jawab arti kisi kisi sudah tau,neutral
all in orang waras prabowo gibran jawa timur,all in orang waras prabowo gibran jawa timur,neutral
Gibran di tanya paslon no 3 kok ngga di jawab si wkwk,di tanya paslon no kok ngga di jawab si wkwk,neutral
Untuk debat kali ini Gibran mvp.. over power,debat kali ini mvp over power,neutral
"cak imin pas kalau jadi guru ngaji,
masalah etika di bahas pas debat",cak imin pas kalau jadi guru ngaji masalah etika di bahas pas debat,neutral
"Gibran pertanyaannya mending gausah disampaikan,di google banyak, pake ditanyain ke pak mahfud malu""in",tanya mending gausah disampaikandi google banyak pake ditanyain ke pak mahfud maluin,neutral
Sudah saatnya Kita bergerak. Dari zaman dulu anak muda tersandra. Skrg saaty anak muda menguncang dunia.,saat gerak zaman dulu anak muda tersandra saaty anak muda uncang dunia,neutral
"Mohon maaf sekadar saran krn acaranya debat capres/cawapres Indonesia, gunakan bahasa Indonesia krn sering saya dengar para capres/menggunakan bahasa asing, silakan menggunakan bhs asing tapi utamakan bhs Indonesia",maaf sekadar saran krn acara debat caprescawapres guna bahasa krn sering saya dengar para capresmenggunakan bahasa asing sila guna bhs asing tapi utama bhs,neutral
apaan makan siang gratis😂😂😂,apa makan siang gratis,neutral
tom lembong siapa sih?,tom lembong siapa sih,neutral
"Siapa saja calon presiden
Yg penting amanah bukan janji""
Rakyat kecil ingin nya hidup makmur bahan pokok murah
Dan yg penting hukum gk tajem ke bawah dan tumpul ke atas
Intinya rakyat kecil harus di perhatikan semua dari sabang sampai marauke",saja calon presiden penting amanah bukan janji kecil ingin nya hidup makmur bahan pokok murah yg penting hukum gk tajem ke bawah dan tumpul ke atas rakyat kecil harus di perhati semua dari sabang sampai marauke,neutral
Saya yakin sudah presidennya ahli militer wakilnya cerdas ekonomi salam 2 jari pokoknya ....,yakin sudah presiden ahli militer wakil cerdas ekonomi salam jari pokok,neutral
Sapa yang sama juga dulu ngemis ke bu mega .... 😁😁😁,yang sama juga dulu ngemis ke bu mega,neutral
Beberapa istilah yg digunakan  bahasa inggris dan singkatan. Kasian juga bila orang awam yang nonton tidak mengerti,istilah yg guna bahasa inggris dan singkat juga bila orang awam yang nonton tidak erti,neutral
"Gimana tadinya ko no urut dua dulu yang menyampaikan, ini gak tau tata tertib apa gimana",tadi ko no urut dua dulu yang sampai ini gak tau tata tertib apa gimana,neutral
"Kebun binatang utk makanan dihasilkan dr kebun itu sendiri, cari untung dr hasil pajak??",binatang utk makan hasil dr kebun itu sendiri cari untung dr hasil pajak,neutral
Bangga si sama no urutan 4,si sama no urut,neutral
Mas gibran diatas daun,gibran atas daun,neutral
jawaban pak gibran itu-itu aja diulang-ulang sejak pembukaan sampe penutupan.. GIBRANISASI 😅,jawab pak gibran ituitu aja diulangulang sejak buka sampe tutup gibranisasi,neutral
"01 apapun proyeknya , pasti kelebihan bayar . Proyeknya unpaedah , tapi paedah untuk isi kantongnya.",apa proyek pasti lebih bayar unpaedah tapi paedah untuk isi kantong,neutral
Eeee eeee eeee masuk angin kaya nya,eeee eeee masuk angin kaya nya,neutral
Cik imin bnyak janji😁,imin bnyak janji,neutral
Jaka sembung bawa golok.,sembung bawa golok,neutral
"skrg gue tanya, kenapa MRT dibacanyan( EM AR TI) bukan EM ER TE? kan itu artinya bahasa indonesia 😂 perkara singkatan 😅",skrg gue tanya kenapa mrt dibacanyan em ar ti bukan em er te kan itu arti bahasa indonesia perkara singkat,neutral
"Bener bgt TemanBus berguna banget di Banjarmasin-Banjarbaru, KalSel. Digitalisasi udah mulai terasa, TemanBus sudah mulai pakai E-Money kaya tol di JKT. Sdmnya kalo diajarin dilatih bisa kok. Ibu aku 62 tahun bisa pake TemanBus bayar pake E-Money diajarin sama drivernya dan di rumah juga diajarin dan dibantu untuk Top up sendiri. Ibu aku umur 62 tahun bisa dan baru belajar setahunan ini. Asal mau belajar pasti bisa kok❤",bgt temanbus guna banget di kalsel udah mulai asa temanbus sudah mulai pakai kaya tol di jkt kalo diajarin latih bisa kok aku tahun bisa pake temanbus bayar pake diajarin sama drivernya dan di rumah juga diajarin dan bantu untuk up sendiri aku umur tahun bisa dan baru ajar tahun ini mau ajar pasti bisa kok,neutral
"Paslon 1 dan 3 cerdas dan cemerlang, apapun yang di sampaikan Paslon 2 semua sudah terstruktur dan tertata oleh APBN dan regulator Indonesia. Gayanya seperti sudah melakukan padahal belum berbuat apa²",dan cerdas dan cemerlang apa yang di sampai semua sudah struktur dan tata oleh apbn dan regulator seperti sudah laku padahal belum buat apa,neutral
"Saya balas (tenggelam kan PDI P ) Saya simpatisan Bung Karno , saya debat , Hai Manusia : Emang Ikan , ditenggelamkan , Lu di aja yang ditenggelamkan nga mau .",balas tenggelam kan pdi simpatisan saya debat tenggelam di aja yang tenggelam nga mau,neutral
"Slepet"" apaan di slepeet"" 😂, di kira negara ini sebatas sarung",apa di slepeet di kira negara ini batas sarung,neutral
"Debat capres saling menjatuhkan
Debat cawapres lebih terarah untuk masa depan indonesia",capres saling jatuh cawapres lebih arah untuk masa depan indonesia,neutral
"Orang lapar mana mempan dikasih puisi
Prabowo-gibran bukan janji tapi bukti",lapar mana mempan kasih puisi gibran bukan janji tapi bukti,neutral
Gibran sangat sopan dan sangat mudah di pahami,sangat sopan dan sangat mudah di paham,neutral
"GIBRAN BINTANGNYA MALAM INI,,DILUAR DUGAAN...TERNYATA CERDAS,,TEGAS,,DAN TANGKAS..👍👍👍👍✌✌✌",gibran bintang malam inidiluar dugaanternyata cerdastegasdan tangkas,neutral
"Ker jelama nu menangh kahandap mah maka siang gratis teh setuju2 wae, setidakna teu boga duit ge aya maka gratis mh moal lapar teuing ibarat na kitu.diimah teu boga duit mangkat ka sakola can dahar ai aya makan gratis mh mern kabere teu planga plogo nmpo btr jajan",jelama nu menangh kahandap mah maka siang gratis teh tuju wae setidakna teu boga duit ge aya maka gratis mh moal lapar teuing ibarat na kitudiimah teu boga duit mangkat ka sakola can dahar ai aya makan gratis mh mern kabere teu planga plogo nmpo btr jajan,neutral
Kanan kiri copy paste tengah 🤭,kiri copy paste tengah,neutral
Smoga sampe hari h pencoblosan saya ttap 02.,sampe hari h coblos saya ttap,neutral
Pantas saja bnyk lembaga survei yg mengunggulkan paslon nmr 2,saja bnyk lembaga survei yg unggul paslon nmr,neutral
Dari dulu untuk lapangan kerja juga udah ada tapi tetep aja yg berijasah kalah sama ordal,dulu untuk lapang kerja juga udah ada tapi tetep aja yg berijasah kalah sama ordal,neutral
"Pertanyaan gibran g fair, nyari pertanyaan pake singkatan yg gk familiar!! Kek pertanyaan bocil😂",gibran g fair nyari tanya pake singkat yg gk familiar tanya bocil,neutral
Jawaban gibran dak mutu blas,gibran dak mutu blas,neutral
kok videonya patah patah si,kok video patah patah si,neutral
Nggak ada gunanya menjawab atau nggak bisa memberi jawaban yang jelas Prof Mahfud?,ada guna jawab atau nggak bisa beri jawab yang jelas,neutral
mkin mantappp milih no.2,mkin mantappp milih no,neutral
mahfud: sekolah dapat gaji????????????,mahfud sekolah dapat gaji,neutral
Gibran  top dah,top dah,neutral
"KELASSS BOSSS , GO GO GO NO URUT 2",kelasss bosss go go go no urut,neutral
Pa Mahmud itu bukan program  banyak mengarah ke pengalaman ....,itu bukan program banyak arah ke alam,neutral
"Imin dan imin bahasanya kek dunia tak kasat mata🫢, dengan gampang tebar janji sana sini dan itu tidak masuk akal. Kecuali cak imim perintahkan jin untuk sulat😝😝😝😝😆😆",dan imin bahasa kek dunia tak kasat mata dengan gampang tebar janji sana sini dan itu tidak masuk akal cak imim perintah jin untuk sulat,neutral
"Luar biasa, gibran bnr"" Bikin kejutan.. Sempurna sudah.. Lapangan oke, di panggung oke, smart tanpa text.. Subhanallah..",biasa gibran bnr kejut sudah oke di panggung oke smart tanpa text,neutral
Meduro di larang jadi,di larang jadi,neutral
Cak Imin slepet slepet wae😭,slepet slepet wae,neutral
"luar biasa gibran, salut di luar dugaan aku👏",luar biasa gibran salut di luar duga aku,neutral
Pertanyaan dan jawaban anak muda ini sudah terorganisir 86,dan jawab anak muda ini sudah organisir,neutral
Kalau  no 2 dan no 3 sama  aja saperti hi tu ut jeung pedut,no dan no sama aja saperti hi tu ut jeung pedut,neutral
"GIBRAN BERWATAK LICIK dan SONGONG?

Pada sesi tanya jawab antar cawapres di bagian Gibran bertanya kepada gus Muhaimin itu kan waktunya cukup panjang ada 1 menit yang mana Gibran hanya menggunakan beberapa detik saja dengan pertanyaan yang TIDAK MENGGUNAKAN BAHASA INDONESIA YANG BAIK DAN BENAR dalam hal ini Gibran bertanya menggunakan SINGKATAN BERBAHASA ASING YANG TIDAK DIJABARKAN oleh Gibran.

Dengan demikian memungkinkan gus Muhaimin untuk melepaskan waktu menjawab 2 menitnya demi  BERTANYA BALIK atas SINGKATAN DALAM BAHASA ASING yg ditanyakan Gibran.

Pada kesempatan inilah Gibran melancarkan AKSI SONGONGnya dengan MENYERANG MENGGUNAKAN KALIMAT ""MAAF KALAU PERTANYAANNYA SULIT"".

Padahal bukan pertanyaannya yg sulit melainkan Gibran tidak membuat pertanyaan yang jelas, malah menggunakan SINGKATAN DALAM BAHASA ASING yang tidak dijabarkan.

Bukankah itu termasuk WATAK LICIK dan SONGONG?
Mungkin ini merupakan turunan.

Gaya SONGONGnya juga benar² nampak jelas nggak ada etikanya dalam bertanya dan dalam menjawab.

Mau itu cawapres atau siapapun kalau bertanya di forum debat resmi model begini WAJIB mengunakan BAHASA INDONESIA YANG BAIK DAN BENAR. kalau mau pakai singkatan WAJIB dijabarkan singkatannya apalagi singkatan dalam bahasa asing.

Bagitulah ketika jadi cawapres hasil MELANGGAR ETIKA HUKUM DAN MORAL!

Baru nyalon saja SUDAH MELANGGAR ETIKA HUKUM BERAT dan MORAL , bagaimana nanti kalau jadi? Mau jadi apa negeri ini?

Mau jadi Negeri milik keluarga/kelompok tertentu saja?

Ngeeriiii gAeessss!",gibran watak licik dan songong sesi tanya jawab antar cawapres di bagi tanya kepada gus itu kan waktu cukup panjang ada menit yang mana hanya guna beberapa detik saja dengan tanya yang tidak guna bahasa indonesia yang baik dan benar dalam hal ini tanya guna singkat bahasa asing yang tidak jabar oleh demikian mungkin gus untuk lepas waktu jawab menit demi tanya balik atas singkat dalam bahasa asing yg tanya sempat ini lancar aksi songong dengan serang guna kalimat maaf kalau tanya sulit bukan tanya yg sulit lain tidak buat tanya yang jelas malah guna singkat dalam bahasa asing yang tidak jabar itu masuk watak licik dan songong ini rupa turun songong juga benar nampak jelas nggak ada etika dalam tanya dan dalam jawab itu cawapres atau siapa kalau tanya di forum debat resmi model begini wajib mengunakan bahasa indonesia yang baik dan benar kalau mau pakai singkat wajib jabar singkat apalagi singkat dalam bahasa asing ketika jadi cawapres hasil langgar etika hukum dan moral nyalon saja sudah langgar etika hukum berat dan moral bagaimana nanti kalau jadi jadi apa negeri ini jadi milik keluargakelompok tentu saja gaeessss,neutral
Cak cak kocak😂,cak kocak,neutral
Pertanyaan dan jawaban kmana😂,dan jawab kmana,neutral
Makin yakin pillih cappres NO 1 aminnn yerobbal alamin,yakin pillih cappres no aminnn yerobbal alamin,neutral
"tobat ekologis? lha situ masih pake botol plastik? ngemeeeeng abieeeesss...
omdo omdo omdo.",tobat ekologis lha situ masih pake botol plastik ngemeeeeng abieeeesss omdo omdo omdo,neutral
Gibran top markotop... Jangan panggil  aku  anak kecil paman,top markotop panggil aku anak kecil paman,neutral
Visi misi malah ngapain sih mahmud MD,misi malah ngapain sih mahmud md,neutral
"Ketika Gibran berkata cak Imin dulumendukung Jokowi sekarang tidak , memang dulu  diawal kuasaan jokowi  hampir semua rakyat dukung jokowi dan 75 % elite politik juga.  Tetapi sekarang 75% menentang jokowi termasuk PDIP dan ibu Megawati gurunya pak Jokowi sendìri  didalamnya",kata cak dulumendukung sekarang tidak memang dulu awal kuasa jokowi hampir semua rakyat dukung jokowi dan elite politik juga sekarang tentang jokowi masuk pdip dan ibu guru pak sendri dalam,neutral
Yg disinggung pak mahfud pas pers aturan gaboleh meninggalkan podium ga ada tuh di tata tertib,singgung pak mahfud pas pers atur gaboleh tinggal podium ga ada tuh di tata tertib,neutral
Heheheh Profesor mahfud md terpancing heheheh,mahfud md pancing heheheh,neutral
Jenius raka buming asli buming,raka buming asli buming,neutral
"Dikira cupu ternyata SUHU 😂😅😂😅
PRABOWO - GIBRAN YESS❤❤❤",cupu nyata suhu prabowo gibran yess,neutral
Perubahan dalam waktu 5 tahun apakah se bisa iitu?,dalam waktu tahun apakah se bisa iitu,neutral
Dari pidato visi misi di awal aja ketahuan siapa yang minta ada contekan 😂,pidato visi misi di awal aja tahu siapa yang minta ada contek,neutral
All in AMIN sang pembawa perubahan,in amin sang bawa ubah,neutral
"Sebenarnya saya masih kagum sama bapaknya, tapi lihat anaknya, jijik saya",saya masih kagum sama bapak tapi lihat anak jijik saya,neutral
"debat kemarin2 capres2 01 dan 03 banyak serang ke capres 02, skrg wakil 02 kandangin cawapres2 dri 01 & 03 😂",debat kemarin capres dan banyak serang ke capres skrg wakil kandangin cawapres dri,neutral
biarkan gibran memasak,biar gibran masak,neutral
"Saya rasa yang menyampaikan visi misi program kerja hanya gibran,yang imin sama md g jelas peyampaianny",rasa yang sampai visi misi program kerja hanya gibranyang imin sama md g jelas peyampaianny,neutral
"Kalo komplain jalan rusak kesiapa si, jalan disini yang tembus ke jawa barat rusakkpol",komplain jalan rusak siapa si jalan sini yang tembus ke jawa barat rusakkpol,neutral
Di larang politik identitas... Tapiii.. Sudah lahhh,larang politik identitas lahhh,neutral
nggak jelas banget ini program nya gibran,nggak jelas banget ini program nya gibran,neutral
"Serem, yang bertarung 3 capres yang paling diserang cmn nomor 2",yang tarung capres yang paling serang cmn nomor,neutral
"Kemarin saya berfikiran kemarin gibran pasti dikuliti sama muhaimin sama Mahfud ternyata orang dua itu malah biasa"" saja, gibran joss",saya berfikiran kemarin gibran pasti kulit sama muhaimin sama nyata orang dua itu malah biasa saja gibran joss,neutral
"Yang nyampe visi misinya apa cuma gibran, pak mahfud cuma bahas korupsi 😭",nyampe visi misi apa cuma gibran pak mahfud cuma bahas korupsi,neutral
Pendukung AMIN sini kumpul,amin sini kumpul,neutral
Fungsi mic dikuping itu apa ya. Kl sudah ada tp tetap pake mic,mic kuping itu apa ya sudah ada tp tetap pake mic,neutral
Pak Ganjar pake topi ap si ya,pake topi ap si ya,neutral
Kami pilih no 1 100% di jamin halal,pilih no di jamin halal,neutral
Dulu dapat tekanan sekarang bebas,dapat tekan sekarang bebas,neutral
🥰Cawapres 01 & cawapres 03 nyambul🥰🥰✍️....Tapi cawapres 02 tidak nyambung inalillahhiwainalillahhiroziun...😅,cawapres nyambul cawapres tidak nyambung inalillahhiwainalillahhiroziun,neutral
Terkesan melecehkan yg lbh tua,leceh yg lbh tua,neutral
Cak imin kurang ngopi ini,imin kurang ngopi ini,neutral
awass nanti di slepet ndase🤭,awass nanti di slepet ndase,neutral
"Saat tanya jawab cuma pak mahfud yang jelas, dia bertanya dari visi misi dari paslon. Kalo yang lain pertanyaan ntah kmana². Makin yakin sama paslon 03.",tanya jawab cuma pak mahfud yang jelas dia tanya dari visi misi dari paslon yang lain tanya ntah kmana yakin sama paslon,neutral
Pupuk di jawa tengah aja di bikin rumit sama ganjar,di jawa tengah aja di bikin rumit sama ganjar,neutral
1:19:00 lah ngomongin ibuk sendiri pft perampasan aset,lah ngomongin ibuk sendiri pft ampas aset,neutral
dari tahun ke tahun pasti yg di gaungkan petani nelayan sejahtera..,dari tahun ke tahun pasti yg di gaung tani nelayan sejahtera,neutral
Banyak bgt buzzerr menambal buruknya penampilan capres gemoysian di sesi ini😅,bgt buzzerr tambal buruk tampil capres gemoysian di sesi ini,neutral
2024 all in ganjar,all in ganjar,neutral
"Gibran memulai dengan menyapa dengan salam khas 5 agama. 
2 capres lainnya hanya menyapa dlm 1 agama. Sederhana!😊",mulai dengan sapa dengan salam khas agama capres lain hanya sapa dlm agama,neutral
"01 vs 02 debat, 03 vs 02 debat, 01 vs 03 DISKUSI 😅",vs debat vs debat vs diskusi,neutral
"Haha meremehkan anak muda
Justru anak muda itu otak nya masih encer
Lo kira dya ciut lawan cak imin ma prof mahmud
Dya buktikan sekarang
Prabowo gibran pasti menang",remeh anak muda anak muda itu otak nya masih encer kira dya ciut lawan cak imin ma prof mahmud bukti sekarang gibran pasti menang,neutral
